"ToOrderLineId","SoOrderLineId","ToCustomerId","ToDepartureDate","ToArrivalDate","ToProductId","ToInKg","ToInCarton","ToQuantity","ToSalesUnit"
1562017,1292393,"CUS016",2017-09-07,2017-09-08,"SKU10",4.3155,0.685,4.3155,"Kg"
1562021,1292411,"CUS016",2017-09-07,2017-09-07,"SKU16",6.276,0.5,6.276,"Kg"
1562022,1292411,"CUS016",2017-09-07,2017-09-07,"SKU16",483.25,38.5,483.25,"Kg"
1562023,1292393,"CUS016",2017-09-07,2017-09-07,"SKU10",46.084,7.315,46.084,"Kg"
1617763,1339270,"CUS035",2017-09-08,2017-09-10,"SKU04",227.96,121,227.96,"Kg"
1617768,1338518,"CUS015",2017-09-08,2017-09-08,"SKU04",5.652,3,5.652,"Kg"
1617810,1339298,"CUS002",2017-09-08,2017-09-08,"SKU01",2499,833,2499,"Kg"
1617811,1339299,"CUS002",2017-09-08,2017-09-09,"SKU03",498.004297957176,166,498.004297957176,"Kg"
1617812,1338934,"CUS003",2017-09-08,2017-09-09,"SKU01",900,300,900,"Kg"
1617813,1339299,"CUS002",2017-09-08,2017-09-08,"SKU03",660.695702042824,220.23,660.695702042824,"Kg"
1617815,1339286,"CUS021",2017-09-08,2017-09-08,"SKU01",468,156,468,"Kg"
1617816,1339270,"CUS035",2017-09-08,2017-09-09,"SKU04",239.91,127.34,239.91,"Kg"
1617817,1339272,"CUS035",2017-09-08,2017-09-09,"SKU11",41.1847154471545,22,41.1847154471545,"Kg"
1617819,1339272,"CUS035",2017-09-08,2017-09-09,"SKU11",189.075284552846,101,189.075284552846,"Kg"
1617826,1339286,"CUS021",2017-09-08,2017-09-09,"SKU01",231,77,231,"Kg"
1617829,1339295,"CUS002",2017-09-08,2017-09-09,"SKU07",134.82,48.15,134.82,"Kg"
1617839,1339079,"CUS032",2017-09-08,2017-09-09,"SKU03",120,40,120,"Kg"
1617848,1339093,"CUS032",2017-09-08,2017-09-08,"SKU01",90,30,90,"Kg"
1617871,1340049,"CUS048",2017-09-08,2017-09-10,"SKU02",135.7,11,135.7,"Kg"
1617926,1339310,"CUS002",2017-09-08,2017-09-08,"SKU05",17.28,4,17.28,"Kg"
1617946,1338593,"CUS015",2017-09-08,2017-09-09,"SKU12",5.544,3,5.544,"Kg"
1617968,1339246,"CUS089",2017-09-08,2017-09-10,"SKU05",9.12,2.1111,9.12,"Kg"
1618000,1338793,"CUS025",2017-09-08,2017-09-09,"SKU07",5.6,2,5.6,"Kg"
1618014,1338845,"CUS025",2017-09-08,2017-09-08,"SKU13",4.8,2,4.8,"Kg"
1618020,1339075,"CUS032",2017-09-08,2017-09-09,"SKU05",8.64,2,8.64,"Kg"
1618103,1340078,"CUS010",2017-09-08,2017-09-10,"SKU08",6.24,1,6.24,"Kg"
1618104,1339979,"CUS048",2017-09-08,2017-09-11,"SKU08",6.24,1,6.24,"Kg"
1618126,1340066,"CUS010",2017-09-08,2017-09-11,"SKU05",4.32,1,4.32,"Kg"
1618133,1338566,"CUS015",2017-09-08,2017-09-09,"SKU11",1.872,1,1.872,"Kg"
1618134,1339236,"CUS089",2017-09-08,2017-09-10,"SKU09",5.04,1,5.04,"Kg"
1618135,1340194,"CUS043",2017-09-08,2017-09-11,"SKU09",5.04,1,5.04,"Kg"
1618148,1340196,"CUS043",2017-09-08,2017-09-11,"SKU13",2.4,1,2.4,"Kg"
1618215,1338537,"CUS015",2017-09-08,2017-09-09,"SKU07",0.56,0.2,0.56,"Kg"
1618225,1338630,"CUS057",2017-09-08,2017-09-08,"SKU15",0.48,0.11111,0.48,"Kg"
1618255,1338673,"CUS020",2017-09-08,2017-09-10,"SKU20",9.867,0.9867,9.867,"Kg"
1618260,1338646,"CUS020",2017-09-08,2017-09-09,"SKU09",5.04,1,5.04,"Kg"
1618277,1339020,"CUS013",2017-09-08,2017-09-09,"SKU01",300,100,300,"Kg"
1618279,1339006,"CUS030",2017-09-08,2017-09-10,"SKU01",120,40,120,"Kg"
1618293,1339104,"CUS067",2017-09-08,2017-09-09,"SKU07",70,25,70,"Kg"
1618295,1338995,"CUS030",2017-09-08,2017-09-10,"SKU03",21,7,21,"Kg"
1618344,1338702,"CUS020",2017-09-08,2017-09-09,"SKU15",2.4,0.55556,2.4,"Kg"
1618472,1338404,"CUS009",2017-09-08,2017-09-09,"SKU08",6.24,1,6.24,"Kg"
1618492,1338424,"CUS009",2017-09-08,2017-09-08,"SKU05",1.44,0.33333,1.44,"Kg"
1618497,1338457,"CUS009",2017-09-08,2017-09-09,"SKU10",2.52,0.4,2.52,"Kg"
1618498,1338501,"CUS009",2017-09-08,2017-09-08,"SKU15",1.44,0.33333,1.44,"Kg"
1618532,1339136,"CUS045",2017-09-08,2017-09-09,"SKU01",60,20,60,"Kg"
1618534,1339132,"CUS045",2017-09-08,2017-09-08,"SKU03",30,10,30,"Kg"
1618546,1339133,"CUS045",2017-09-08,2017-09-08,"SKU11",1.872,1,1.872,"Kg"
1618547,1339131,"CUS045",2017-09-08,2017-09-09,"SKU04",1.884,1,1.884,"Kg"
1618585,1338763,"CUS026",2017-09-08,2017-09-08,"SKU11",1.872,1,1.872,"Kg"
1618690,1339156,"CUS012",2017-09-08,2017-09-09,"SKU01",450,150,450,"Kg"
1618724,1339200,"CUS012",2017-09-08,2017-09-10,"SKU05",12.96,3,12.96,"Kg"
1618752,1338948,"CUS024",2017-09-08,2017-09-09,"SKU01",300,100,300,"Kg"
1618753,1338959,"CUS024",2017-09-08,2017-09-08,"SKU03",87,29,87,"Kg"
1618785,1338964,"CUS024",2017-09-08,2017-09-09,"SKU09",2.52,0.5,2.52,"Kg"
1618786,1339581,"CUS011",2017-09-08,2017-09-08,"SKU02",407.09,33,407.09,"Kg"
1618820,1339599,"CUS011",2017-09-08,2017-09-08,"SKU08",24.96,4,24.96,"Kg"
1618822,1339623,"CUS011",2017-09-08,2017-09-09,"SKU05",21.6,5,21.6,"Kg"
1618831,1339610,"CUS011",2017-09-08,2017-09-08,"SKU09",15.12,3,15.12,"Kg"
1618880,1339568,"CUS011",2017-09-08,2017-09-09,"SKU14",5.94,1,5.94,"Kg"
1618893,1339943,"CUS008",2017-09-08,2017-09-10,"SKU02",51.4,4.1667,51.4,"Kg"
1618898,1339943,"CUS008",2017-09-08,2017-09-10,"SKU02",22.616,1.8333,22.616,"Kg"
1618918,1339943,"CUS008",2017-09-08,2017-09-10,"SKU02",12.336,1,12.336,"Kg"
1618928,1339975,"CUS008",2017-09-08,2017-09-11,"SKU09",5.04,1,5.04,"Kg"
1618984,1339277,"CUS080",2017-09-08,2017-09-09,"SKU07",8.4,3,8.4,"Kg"
1618988,1339683,"CUS094",2017-09-08,2017-09-10,"SKU19",6,1,6,"Kg"
1619028,1339725,"CUS001",2017-09-08,2017-09-09,"SKU13",4.8,2,4.8,"Kg"
1619034,1339745,"CUS001",2017-09-08,2017-09-08,"SKU08",12.48,2,12.48,"Kg"
1619049,1339716,"CUS001",2017-09-08,2017-09-09,"SKU17",4.32,1,4.32,"Kg"
1619076,1339891,"CUS014",2017-09-08,2017-09-08,"SKU05",12.96,3,12.96,"Kg"
1619098,1339838,"CUS014",2017-09-08,2017-09-09,"SKU17",4.32,1,4.32,"Kg"
1619116,1339875,"CUS014",2017-09-08,2017-09-08,"SKU14",5.94,1,5.94,"Kg"
1619134,1339892,"CUS014",2017-09-08,2017-09-09,"SKU09",5.04,1,5.04,"Kg"
1619136,1339899,"CUS014",2017-09-08,2017-09-08,"SKU08",6.24,1,6.24,"Kg"
1619147,1340210,"CUS062",2017-09-08,2017-09-08,"SKU14",23.76,4,23.76,"Kg"
1619179,1339775,"CUS041",2017-09-08,2017-09-09,"SKU05",4.32,1,4.32,"Kg"
1619197,1339803,"CUS041",2017-09-08,2017-09-08,"SKU16",12.552,1,12.552,"Kg"
1619208,1340120,"CUS006",2017-09-08,2017-09-08,"SKU02",986.88,80,986.88,"Kg"
1619216,1340101,"CUS006",2017-09-08,2017-09-09,"SKU09",30.24,6,30.24,"Kg"
1619224,1340159,"CUS006",2017-09-08,2017-09-08,"SKU16",37.656,3,37.656,"Kg"
1619227,1340153,"CUS006",2017-09-08,2017-09-09,"SKU08",12.48,2,12.48,"Kg"
1619301,1339436,"CUS022",2017-09-08,2017-09-09,"SKU02",382.42,31,382.42,"Kg"
1619374,1339395,"CUS022",2017-09-08,2017-09-09,"SKU05",12.96,3,12.96,"Kg"
1619384,1339387,"CUS022",2017-09-08,2017-09-10,"SKU17",8.64,2,8.64,"Kg"
1619386,1339444,"CUS022",2017-09-08,2017-09-09,"SKU09",20.16,4,20.16,"Kg"
1619389,1339453,"CUS022",2017-09-08,2017-09-10,"SKU08",12.48,2,12.48,"Kg"
1619420,1339426,"CUS022",2017-09-08,2017-09-10,"SKU14",5.94,1,5.94,"Kg"
1619425,1339455,"CUS022",2017-09-08,2017-09-10,"SKU06",6.27,1,6.27,"Kg"
1619432,1339409,"CUS022",2017-09-08,2017-09-10,"SKU15",4.32,1,4.32,"Kg"
1619434,1339408,"CUS022",2017-09-08,2017-09-10,"SKU10",6.3,1,6.3,"Kg"
1619440,1339674,"CUS044",2017-09-08,2017-09-09,"SKU02",61.68,5,61.68,"Kg"
1619486,1339483,"CUS004",2017-09-08,2017-09-08,"SKU13",4.8,2,4.8,"Kg"
1619521,1339526,"CUS004",2017-09-08,2017-09-08,"SKU14",5.94,1,5.94,"Kg"
1619528,1339489,"CUS004",2017-09-08,2017-09-08,"SKU08",6.24,1,6.24,"Kg"
1619529,1339487,"CUS004",2017-09-08,2017-09-08,"SKU05",4.32,1,4.32,"Kg"
1619546,1339471,"CUS004",2017-09-08,2017-09-08,"SKU09",5.04,1,5.04,"Kg"
1619550,1339558,"CUS004",2017-09-08,2017-09-09,"SKU17",4.32,1,4.32,"Kg"
1669213,1384082,"CUS043",2017-09-09,2017-09-11,"SKU16",12.552,1,12.552,"Kg"
1669215,1383491,"CUS007",2017-09-09,2017-09-09,"SKU10",6.3,1,6.3,"Kg"
1669216,1382916,"CUS005",2017-09-09,2017-09-09,"SKU10",6.3,1,6.3,"Kg"
1669217,1384064,"CUS043",2017-09-09,2017-09-11,"SKU10",6.3,1,6.3,"Kg"
1669218,1384147,"CUS034",2017-09-09,2017-09-11,"SKU10",6.3,1,6.3,"Kg"
1669225,1382826,"CUS046",2017-09-09,2017-09-10,"SKU06",551.76,88,551.76,"Kg"
1669229,1383519,"CUS007",2017-09-09,2017-09-10,"SKU06",6.27,1,6.27,"Kg"
1669233,1382801,"CUS073",2017-09-09,2017-09-10,"SKU12",1.848,1,1.848,"Kg"
1669234,1382074,"CUS015",2017-09-09,2017-09-09,"SKU12",1.848,1,1.848,"Kg"
1669235,1383477,"CUS007",2017-09-09,2017-09-10,"SKU09",20.16,4,20.16,"Kg"
1669240,1384129,"CUS043",2017-09-09,2017-09-11,"SKU09",5.04,1,5.04,"Kg"
1669241,1384201,"CUS034",2017-09-09,2017-09-12,"SKU09",5.04,1,5.04,"Kg"
1669243,1382065,"CUS015",2017-09-09,2017-09-10,"SKU09",1.26,0.25,1.26,"Kg"
1669269,1384092,"CUS043",2017-09-09,2017-09-11,"SKU13",4.8,2,4.8,"Kg"
1669270,1382905,"CUS005",2017-09-09,2017-09-10,"SKU13",4.8,2,4.8,"Kg"
1669271,1384159,"CUS034",2017-09-09,2017-09-12,"SKU13",2.4,1,2.4,"Kg"
1669272,1383488,"CUS007",2017-09-09,2017-09-10,"SKU13",2.4,1,2.4,"Kg"
1669342,1382953,"CUS005",2017-09-09,2017-09-10,"SKU14",5.94,1,5.94,"Kg"
1669343,1384150,"CUS034",2017-09-09,2017-09-11,"SKU14",5.94,1,5.94,"Kg"
1669403,1383000,"CUS005",2017-09-09,2017-09-09,"SKU08",12.48,2,12.48,"Kg"
1669404,1383859,"CUS010",2017-09-09,2017-09-11,"SKU08",12.48,2,12.48,"Kg"
1669405,1383479,"CUS007",2017-09-09,2017-09-10,"SKU08",12.48,2,12.48,"Kg"
1669418,1384115,"CUS043",2017-09-09,2017-09-11,"SKU08",6.24,1,6.24,"Kg"
1669419,1384174,"CUS034",2017-09-09,2017-09-12,"SKU08",6.24,1,6.24,"Kg"
1669448,1382454,"CUS003",2017-09-09,2017-09-11,"SKU01",600,200,600,"Kg"
1669452,1382014,"CUS015",2017-09-09,2017-09-09,"SKU01",120,40,120,"Kg"
1669470,1384052,"CUS043",2017-09-09,2017-09-11,"SKU02",123.36,10,123.36,"Kg"
1669471,1382404,"CUS025",2017-09-09,2017-09-09,"SKU01",30,10,30,"Kg"
1669597,1383524,"CUS082",2017-09-09,2017-09-10,"SKU15",8.64,2,8.64,"Kg"
1669680,1383901,"CUS010",2017-09-09,2017-09-12,"SKU17",4.32,1,4.32,"Kg"
1669681,1383510,"CUS007",2017-09-09,2017-09-09,"SKU17",4.32,1,4.32,"Kg"
1669682,1382800,"CUS073",2017-09-09,2017-09-11,"SKU05",4.32,1,4.32,"Kg"
1669816,1382068,"CUS015",2017-09-09,2017-09-10,"SKU05",0.96,0.22222,0.96,"Kg"
1669831,1382447,"CUS003",2017-09-09,2017-09-11,"SKU05",0.48,0.11111,0.48,"Kg"
1669860,1382137,"CUS020",2017-09-09,2017-09-10,"SKU13",8.4,3.5,8.4,"Kg"
1669878,1382689,"CUS030",2017-09-09,2017-09-11,"SKU01",60,20,60,"Kg"
1669936,1382422,"CUS063",2017-09-09,2017-09-10,"SKU01",60,20,60,"Kg"
1669985,1382558,"CUS037",2017-09-09,2017-09-09,"SKU08",3.12,0.5,3.12,"Kg"
1670018,1382521,"CUS037",2017-09-09,2017-09-10,"SKU09",1.26,0.25,1.26,"Kg"
1670080,1381981,"CUS009",2017-09-09,2017-09-10,"SKU01",6,2,6,"Kg"
1670120,1381988,"CUS009",2017-09-09,2017-09-10,"SKU13",1.2,0.5,1.2,"Kg"
1670134,1382005,"CUS009",2017-09-09,2017-09-10,"SKU05",2.4,0.55556,2.4,"Kg"
1670143,1381945,"CUS009",2017-09-09,2017-09-10,"SKU10",2.52,0.4,2.52,"Kg"
1670149,1382003,"CUS009",2017-09-09,2017-09-10,"SKU09",1.26,0.25,1.26,"Kg"
1670171,1381943,"CUS009",2017-09-09,2017-09-09,"SKU17",0.48,0.11111,0.48,"Kg"
1670213,1382762,"CUS045",2017-09-09,2017-09-10,"SKU01",120,40,120,"Kg"
1670254,1382598,"CUS061",2017-09-09,2017-09-12,"SKU10",1.26,0.2,1.26,"Kg"
1670269,1382584,"CUS061",2017-09-09,2017-09-11,"SKU14",0.66,0.11111,0.66,"Kg"
1670284,1382344,"CUS028",2017-09-09,2017-09-09,"SKU01",12,4,12,"Kg"
1670305,1382300,"CUS028",2017-09-09,2017-09-10,"SKU12",1.848,1,1.848,"Kg"
1670317,1382278,"CUS028",2017-09-09,2017-09-09,"SKU09",3.78,0.75,3.78,"Kg"
1670378,1382365,"CUS059",2017-09-09,2017-09-09,"SKU09",5.04,1,5.04,"Kg"
1670405,1382181,"CUS026",2017-09-09,2017-09-09,"SKU01",69,23,69,"Kg"
1670428,1382184,"CUS026",2017-09-09,2017-09-09,"SKU10",7.56,1.2,7.56,"Kg"
1670484,1382252,"CUS026",2017-09-09,2017-09-10,"SKU12",1.848,1,1.848,"Kg"
1670530,1383796,"CUS008",2017-09-09,2017-09-12,"SKU02",86.352,7,86.352,"Kg"
1670540,1383737,"CUS008",2017-09-09,2017-09-12,"SKU17",21.6,5,21.6,"Kg"
1670587,1383790,"CUS008",2017-09-09,2017-09-11,"SKU09",5.04,1,5.04,"Kg"
1670598,1383807,"CUS008",2017-09-09,2017-09-12,"SKU10",6.3,1,6.3,"Kg"
1670599,1383764,"CUS008",2017-09-09,2017-09-11,"SKU08",6.24,1,6.24,"Kg"
1670601,1383759,"CUS008",2017-09-09,2017-09-12,"SKU15",4.32,1,4.32,"Kg"
1670608,1383749,"CUS008",2017-09-09,2017-09-12,"SKU06",6.27,1,6.27,"Kg"
1670624,1383401,"CUS001",2017-09-09,2017-09-10,"SKU16",125.52,10,125.52,"Kg"
1670625,1383622,"CUS014",2017-09-09,2017-09-10,"SKU16",25.104,2,25.104,"Kg"
1670627,1383129,"CUS040",2017-09-09,2017-09-10,"SKU16",12.552,1,12.552,"Kg"
1670629,1383649,"CUS014",2017-09-09,2017-09-09,"SKU10",6.3,1,6.3,"Kg"
1670634,1383132,"CUS040",2017-09-09,2017-09-09,"SKU06",18.81,3,18.81,"Kg"
1670636,1383638,"CUS014",2017-09-09,2017-09-10,"SKU06",6.27,1,6.27,"Kg"
1670639,1383373,"CUS001",2017-09-09,2017-09-09,"SKU09",100.8,20,100.8,"Kg"
1670643,1383674,"CUS014",2017-09-09,2017-09-10,"SKU09",5.04,1,5.04,"Kg"
1670698,1383433,"CUS001",2017-09-09,2017-09-09,"SKU14",17.82,3,17.82,"Kg"
1670706,1383606,"CUS014",2017-09-09,2017-09-10,"SKU14",5.94,1,5.94,"Kg"
1670707,1383292,"CUS027",2017-09-09,2017-09-09,"SKU14",5.94,1,5.94,"Kg"
1670708,1383185,"CUS040",2017-09-09,2017-09-09,"SKU14",5.94,1,5.94,"Kg"
1670749,1383325,"CUS001",2017-09-09,2017-09-09,"SKU08",12.48,2,12.48,"Kg"
1670764,1383275,"CUS027",2017-09-09,2017-09-10,"SKU08",6.24,1,6.24,"Kg"
1670765,1383693,"CUS014",2017-09-09,2017-09-09,"SKU08",6.24,1,6.24,"Kg"
1670847,1383338,"CUS001",2017-09-09,2017-09-09,"SKU02",925.2,75,925.2,"Kg"
1670872,1383161,"CUS040",2017-09-09,2017-09-10,"SKU02",74.016,6,74.016,"Kg"
1670911,1383705,"CUS014",2017-09-09,2017-09-10,"SKU05",12.96,3,12.96,"Kg"
1670920,1383384,"CUS001",2017-09-09,2017-09-10,"SKU05",12.96,3,12.96,"Kg"
1670954,1383392,"CUS001",2017-09-09,2017-09-09,"SKU17",8.64,2,8.64,"Kg"
1670978,1383712,"CUS014",2017-09-09,2017-09-09,"SKU17",8.64,2,8.64,"Kg"
1671026,1383285,"CUS027",2017-09-09,2017-09-09,"SKU17",4.32,1,4.32,"Kg"
1671028,1383288,"CUS027",2017-09-09,2017-09-10,"SKU05",4.32,1,4.32,"Kg"
1671032,1383714,"CUS014",2017-09-09,2017-09-10,"SKU15",4.32,1,4.32,"Kg"
1671107,1382883,"CUS052",2017-09-09,2017-09-09,"SKU08",6.24,1,6.24,"Kg"
1671116,1384043,"CUS006",2017-09-09,2017-09-09,"SKU02",345.41,28,345.41,"Kg"
1671121,1383975,"CUS006",2017-09-09,2017-09-09,"SKU16",62.76,5,62.76,"Kg"
1671133,1384042,"CUS006",2017-09-09,2017-09-09,"SKU08",18.72,3,18.72,"Kg"
1671174,1384000,"CUS006",2017-09-09,2017-09-09,"SKU10",6.3,1,6.3,"Kg"
1671190,1384022,"CUS006",2017-09-09,2017-09-09,"SKU13",4.8,2,4.8,"Kg"
1671214,1383569,"CUS036",2017-09-09,2017-09-09,"SKU02",49.344,4,49.344,"Kg"
1671232,1383557,"CUS036",2017-09-09,2017-09-10,"SKU05",8.64,2,8.64,"Kg"
1671264,1383582,"CUS036",2017-09-09,2017-09-09,"SKU17",4.32,1,4.32,"Kg"
1671274,1383087,"CUS004",2017-09-09,2017-09-09,"SKU02",925.2,75,925.2,"Kg"
1671306,1383054,"CUS004",2017-09-09,2017-09-10,"SKU08",24.96,4,24.96,"Kg"
1671313,1383085,"CUS004",2017-09-09,2017-09-09,"SKU06",18.81,3,18.81,"Kg"
1671325,1383114,"CUS004",2017-09-09,2017-09-10,"SKU16",25.104,2,25.104,"Kg"
1671332,1383119,"CUS004",2017-09-09,2017-09-10,"SKU05",8.64,2,8.64,"Kg"
1671349,1383045,"CUS004",2017-09-09,2017-09-10,"SKU09",10.08,2,10.08,"Kg"
1671361,1383106,"CUS004",2017-09-09,2017-09-09,"SKU13",4.8,2,4.8,"Kg"
1722664,1432284,"CUS010",2017-09-10,2017-09-12,"SKU10",25.2,4,25.2,"Kg"
1722666,1431661,"CUS019",2017-09-10,2017-09-11,"SKU10",12.6,2,12.6,"Kg"
1722667,1431439,"CUS005",2017-09-10,2017-09-10,"SKU16",12.552,1,12.552,"Kg"
1722670,1431267,"CUS053",2017-09-10,2017-09-10,"SKU10",6.3,1,6.3,"Kg"
1722680,1431454,"CUS005",2017-09-10,2017-09-11,"SKU06",6.27,1,6.27,"Kg"
1722681,1431605,"CUS019",2017-09-10,2017-09-12,"SKU06",6.27,1,6.27,"Kg"
1722687,1431677,"CUS019",2017-09-10,2017-09-11,"SKU09",10.08,2,10.08,"Kg"
1722688,1432483,"CUS039",2017-09-10,2017-09-13,"SKU09",10.08,2,10.08,"Kg"
1722690,1432295,"CUS010",2017-09-10,2017-09-13,"SKU09",5.04,1,5.04,"Kg"
1722691,1431374,"CUS005",2017-09-10,2017-09-10,"SKU09",5.04,1,5.04,"Kg"
1722712,1431621,"CUS019",2017-09-10,2017-09-12,"SKU13",7.2,3,7.2,"Kg"
1722713,1431350,"CUS005",2017-09-10,2017-09-10,"SKU13",4.8,2,4.8,"Kg"
1722715,1432477,"CUS039",2017-09-10,2017-09-12,"SKU13",2.4,1,2.4,"Kg"
1722763,1431339,"CUS005",2017-09-10,2017-09-10,"SKU14",5.94,1,5.94,"Kg"
1722765,1431662,"CUS019",2017-09-10,2017-09-12,"SKU14",5.94,1,5.94,"Kg"
1722803,1431460,"CUS005",2017-09-10,2017-09-11,"SKU08",24.96,4,24.96,"Kg"
1722809,1431659,"CUS019",2017-09-10,2017-09-11,"SKU08",18.72,3,18.72,"Kg"
1722833,1430630,"CUS015",2017-09-10,2017-09-11,"SKU08",3.12,0.5,3.12,"Kg"
1722960,1431441,"CUS005",2017-09-10,2017-09-11,"SKU02",1542,125,1542,"Kg"
1722963,1431225,"CUS032",2017-09-10,2017-09-11,"SKU01",120,40,120,"Kg"
1722964,1431229,"CUS032",2017-09-10,2017-09-10,"SKU03",120,40,120,"Kg"
1722971,1431231,"CUS056",2017-09-10,2017-09-10,"SKU01",60,20,60,"Kg"
1722972,1431665,"CUS019",2017-09-10,2017-09-12,"SKU02",197.38,16,197.38,"Kg"
1722978,1432521,"CUS039",2017-09-10,2017-09-12,"SKU02",148.03,12,148.03,"Kg"
1723013,1432286,"CUS010",2017-09-10,2017-09-12,"SKU07",19.6,7,19.6,"Kg"
1723178,1432300,"CUS010",2017-09-10,2017-09-12,"SKU15",4.32,1,4.32,"Kg"
1723180,1431039,"CUS003",2017-09-10,2017-09-12,"SKU05",4.32,1,4.32,"Kg"
1723185,1431629,"CUS019",2017-09-10,2017-09-12,"SKU05",4.32,1,4.32,"Kg"
1723187,1432283,"CUS010",2017-09-10,2017-09-12,"SKU17",4.32,1,4.32,"Kg"
1723192,1431353,"CUS005",2017-09-10,2017-09-10,"SKU05",4.32,1,4.32,"Kg"
1723193,1432455,"CUS039",2017-09-10,2017-09-13,"SKU07",2.8,1,2.8,"Kg"
1723257,1430982,"CUS003",2017-09-10,2017-09-11,"SKU07",1.68,0.6,1.68,"Kg"
1723335,1430623,"CUS015",2017-09-10,2017-09-11,"SKU15",0.48,0.11111,0.48,"Kg"
1723338,1430568,"CUS015",2017-09-10,2017-09-11,"SKU05",0.48,0.11111,0.48,"Kg"
1723356,1430638,"CUS020",2017-09-10,2017-09-12,"SKU01",36,12,36,"Kg"
1723361,1430669,"CUS020",2017-09-10,2017-09-11,"SKU03",21.5,7.1666,21.5,"Kg"
1723383,1430669,"CUS020",2017-09-10,2017-09-11,"SKU03",8.5002,2.8334,8.5002,"Kg"
1723544,1430542,"CUS009",2017-09-10,2017-09-10,"SKU05",0.96,0.22222,0.96,"Kg"
1723564,1431126,"CUS051",2017-09-10,2017-09-10,"SKU01",42,14,42,"Kg"
1723731,1430729,"CUS026",2017-09-10,2017-09-11,"SKU04",3.768,2,3.768,"Kg"
1723794,1431197,"CUS064",2017-09-10,2017-09-11,"SKU09",1.26,0.25,1.26,"Kg"
1723841,1430954,"CUS049",2017-09-10,2017-09-11,"SKU09",1.26,0.25,1.26,"Kg"
1723883,1431813,"CUS011",2017-09-10,2017-09-10,"SKU10",12.6,2,12.6,"Kg"
1723884,1431770,"CUS011",2017-09-10,2017-09-10,"SKU16",12.552,1,12.552,"Kg"
1723885,1432213,"CUS008",2017-09-10,2017-09-12,"SKU10",6.3,1,6.3,"Kg"
1723888,1431825,"CUS011",2017-09-10,2017-09-10,"SKU06",18.81,3,18.81,"Kg"
1723889,1432222,"CUS008",2017-09-10,2017-09-12,"SKU06",6.27,1,6.27,"Kg"
1723891,1431737,"CUS011",2017-09-10,2017-09-10,"SKU09",15.12,3,15.12,"Kg"
1723914,1431744,"CUS011",2017-09-10,2017-09-11,"SKU14",11.88,2,11.88,"Kg"
1723924,1431831,"CUS011",2017-09-10,2017-09-11,"SKU08",49.92,8,49.92,"Kg"
1723935,1432216,"CUS008",2017-09-10,2017-09-13,"SKU08",6.24,1,6.24,"Kg"
1723975,1431746,"CUS011",2017-09-10,2017-09-11,"SKU05",25.92,6,25.92,"Kg"
1723986,1432223,"CUS008",2017-09-10,2017-09-12,"SKU05",12.96,3,12.96,"Kg"
1724005,1432269,"CUS008",2017-09-10,2017-09-12,"SKU17",4.32,1,4.32,"Kg"
1724009,1431752,"CUS011",2017-09-10,2017-09-10,"SKU02",801.84,65,801.84,"Kg"
1724010,1432195,"CUS008",2017-09-10,2017-09-12,"SKU02",283.73,23,283.73,"Kg"
1724079,1432268,"CUS008",2017-09-10,2017-09-12,"SKU07",2.8,1,2.8,"Kg"
1724082,1431948,"CUS001",2017-09-10,2017-09-11,"SKU16",125.52,10,125.52,"Kg"
1724083,1431935,"CUS001",2017-09-10,2017-09-11,"SKU10",69.3,11,69.3,"Kg"
1724085,1432167,"CUS014",2017-09-10,2017-09-10,"SKU10",18.9,3,18.9,"Kg"
1724090,1431918,"CUS001",2017-09-10,2017-09-11,"SKU06",62.7,10,62.7,"Kg"
1724093,1432057,"CUS001",2017-09-10,2017-09-11,"SKU09",252,50,252,"Kg"
1724096,1432154,"CUS014",2017-09-10,2017-09-10,"SKU09",5.04,1,5.04,"Kg"
1724102,1431995,"CUS001",2017-09-10,2017-09-10,"SKU13",12,5,12,"Kg"
1724117,1431952,"CUS001",2017-09-10,2017-09-11,"SKU14",21.455,3.612,21.455,"Kg"
1724132,1431947,"CUS001",2017-09-10,2017-09-10,"SKU08",24.96,4,24.96,"Kg"
1724202,1432022,"CUS001",2017-09-10,2017-09-11,"SKU05",17.28,4,17.28,"Kg"
1724203,1431913,"CUS001",2017-09-10,2017-09-10,"SKU17",17.28,4,17.28,"Kg"
1724217,1432040,"CUS001",2017-09-10,2017-09-11,"SKU15",8.64,2,8.64,"Kg"
1724219,1432034,"CUS001",2017-09-10,2017-09-11,"SKU02",925.2,75,925.2,"Kg"
1724221,1431987,"CUS001",2017-09-10,2017-09-10,"SKU07",78.4,28,78.4,"Kg"
1724320,1432120,"CUS041",2017-09-10,2017-09-11,"SKU05",8.64,2,8.64,"Kg"
1724324,1432103,"CUS041",2017-09-10,2017-09-10,"SKU20",10,1,10,"Kg"
1724327,1432097,"CUS041",2017-09-10,2017-09-11,"SKU07",5.6,2,5.6,"Kg"
1724331,1432071,"CUS041",2017-09-10,2017-09-11,"SKU06",12.54,2,12.54,"Kg"
1724335,1432090,"CUS041",2017-09-10,2017-09-10,"SKU17",4.32,1,4.32,"Kg"
1724370,1432445,"CUS006",2017-09-10,2017-09-11,"SKU02",690.82,56,690.82,"Kg"
1724390,1432403,"CUS006",2017-09-10,2017-09-11,"SKU16",37.656,3,37.656,"Kg"
1724400,1432440,"CUS006",2017-09-10,2017-09-10,"SKU09",10.08,2,10.08,"Kg"
